 ,Area,Mean,Min,Max
1,36.663,255,255,255
2,61.412,255,255,255
3,50.869,255,255,255
4,47.824,255,255,255
5,41.353,255,255,255
6,65.154,255,255,255
7,49.117,255,255,255
8,40.06,255,255,255
9,3.404,255,255,255
10,36.089,255,255,255
11,20.145,255,255,255
12,26.257,255,255,255
13,49.892,255,255,255
14,33.431,255,255,255
15,28.756,255,255,255
16,19.089,255,255,255
17,54.453,255,255,255
18,50.381,255,255,255
19,19.204,255,255,255
total,733.553,,,
,7.33553,,,
