 ,Area,Mean,Min,Max
1,34.035,255,255,255
2,21.33,255,255,255
3,34.379,255,255,255
4,28.174,255,255,255
5,33.503,255,255,255
6,29.388,255,255,255
7,30.839,255,255,255
8,39.163,255,255,255
9,35.758,255,255,255
10,41.468,255,255,255
11,43.845,255,255,255
12,39.371,255,255,255
13,43.917,255,255,255
14,11.074,255,255,255
total,466.244,,,
,4.66244,,,
