 ,Area,Mean,Min,Max
1,13.416,255,255,255
2,9.387,255,255,255
3,14.802,255,255,255
4,11.548,255,255,255
5,19.851,255,255,255
6,9.415,255,255,255
7,17.818,255,255,255
8,12.015,255,255,255
9,10.22,255,255,255
10,12.647,255,255,255
11,9.724,255,255,255
12,8.798,255,255,255
13,15.276,255,255,255
14,20.023,255,255,255
15,6.349,255,255,255
16,17.272,255,255,255
17,5.961,255,255,255
18,12.568,255,255,255
19,12.159,255,255,255
20,9.652,255,255,255
21,13.035,255,255,255
22,17.646,255,255,255
23,16.102,255,255,255
24,14.68,255,255,255
25,10.78,255,255,255
26,11.469,255,255,255
27,7.979,255,255,255
28,14.967,255,255,255
29,7.002,255,255,255
30,8.13,255,255,255
31,9.214,255,255,255
32,7.929,255,255,255
33,15.182,255,255,255
34,10.88,255,255,255
35,9.437,255,255,255
36,5.264,255,255,255
37,5.429,255,255,255
38,5.911,255,255,255
39,8.352,255,255,255
40,5.954,255,255,255
41,10.873,255,255,255
42,8.223,255,255,255
43,7.053,255,255,255
44,9.581,255,255,255
total,489.973,,,
,4.89973,,,
