 ,Area,Mean,Min,Max
1,21.725,255,255,255
2,21.114,255,255,255
3,22.759,255,255,255
4,10.6,255,255,255
5,18.68,255,255,255
6,17.89,255,255,255
7,13.416,255,255,255
8,14.019,255,255,255
9,20.152,255,255,255
10,23.377,255,255,255
11,3.605,255,255,255
12,2.449,255,255,255
13,20.834,255,255,255
14,23.973,255,255,255
15,13.724,255,255,255
16,22.931,255,255,255
17,19.003,255,255,255
total,290.251,,,
,2.90251,,,
