 ,Area,Mean,Min,Max
1,12.597,255,255,255
2,10.449,255,255,255
3,9.674,255,255,255
4,11.986,255,255,255
5,11.347,255,255,255
6,12.302,255,255,255
7,2.751,255,255,255
8,13.653,255,255,255
9,12.999,255,255,255
10,15.017,255,255,255
11,11.125,255,255,255
12,12.985,255,255,255
13,11.692,255,255,255
14,10.105,255,255,255
15,8.747,255,255,255
16,12.245,255,255,255
17,10.708,255,255,255
18,9.624,255,255,255
19,11.024,255,255,255
20,10.536,255,255,255
total,221.566,,,
,2.21566,,,
