Latitude: 38.980957  Longitude: -107.005164
X & Y on Lambert Conformal Conic: -579722.12 -348682.65
Tile: 11557
Elevation: 2976 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2022,1,33549.69,0.00,232.86,139.40,-9.53,-19.77,127.42
2022,2,33589.26,0.00,318.51,139.40,-6.00,-23.57,91.21
2022,3,33632.06,0.00,296.60,139.40,-1.87,-16.84,163.59
2022,4,33678.07,0.00,235.19,139.40,-1.07,-11.44,254.81
2022,5,33727.25,6.57,109.62,145.97,-1.81,-7.67,343.21
2022,6,33779.58,5.33,118.06,145.21,2.20,-4.19,447.73
2022,7,33835.01,3.97,199.83,149.18,5.36,-6.71,369.66
2022,8,33893.50,6.50,216.32,155.68,0.75,-12.52,233.59
2022,9,33955.02,0.00,308.15,155.68,-2.25,-17.11,159.90
2022,10,34019.53,0.00,326.42,155.68,0.60,-16.12,173.81
2022,11,34086.98,0.00,303.36,155.68,-0.01,-14.26,202.78
2022,12,34157.33,0.00,314.46,155.68,1.99,-13.18,221.49
2022,13,34230.52,0.00,312.44,155.68,4.87,-10.11,283.40
2022,14,34306.53,0.00,264.47,155.68,0.90,-10.33,278.61
2022,15,34385.29,0.00,329.18,155.68,0.66,-15.21,187.35
2022,16,34466.75,0.00,326.59,155.68,2.64,-12.87,227.02
2022,17,34550.88,0.00,321.80,155.68,3.21,-11.70,249.63
2022,18,34637.62,0.00,308.65,155.68,2.09,-11.56,252.38
2022,19,34726.91,0.00,300.69,155.68,0.71,-12.19,240.02
2022,20,34818.70,0.00,314.15,155.68,-1.63,-15.28,186.41
2022,21,34912.95,3.57,169.13,159.25,-2.73,-11.19,260.13
2022,22,35009.59,0.00,308.14,159.25,0.80,-12.03,243.15
2022,23,35108.58,0.00,346.93,159.25,0.93,-14.54,198.15
2022,24,35209.86,2.19,245.81,161.44,0.14,-13.49,215.99
2022,25,35313.37,0.00,332.74,161.44,-1.37,-15.22,187.33
2022,26,35419.08,0.00,364.93,161.44,-2.35,-18.42,143.01
2022,27,35526.90,0.00,337.09,161.44,-5.00,-18.61,140.81
2022,28,35636.81,0.00,384.87,161.44,-2.48,-20.09,123.87
2022,29,35748.74,0.00,397.43,161.44,2.27,-16.82,163.89
2022,30,35862.63,0.00,386.98,161.44,3.03,-14.45,199.58
2022,31,35978.44,0.00,381.31,161.44,1.96,-14.59,197.23
2022,32,36096.10,2.50,258.00,163.94,-2.67,-15.84,177.79
2022,33,36215.58,0.00,347.91,163.94,-8.15,-21.26,111.94
2022,34,36336.81,0.00,394.10,163.94,-8.65,-25.18,78.88
2022,35,36459.74,0.00,423.39,163.94,-3.02,-23.34,93.06
2022,36,36584.33,1.91,381.72,165.84,-2.09,-17.82,150.50
2022,37,36710.52,0.00,340.55,165.84,-2.19,-15.10,189.10
2022,38,36838.25,0.00,403.13,165.84,0.14,-17.11,159.90
2022,39,36967.49,0.00,392.62,165.84,3.26,-13.03,224.23
2022,40,37098.18,0.00,357.57,165.84,2.90,-10.64,271.69
2022,41,37230.27,0.00,360.39,165.84,2.71,-10.80,268.21
2022,42,37363.72,0.00,393.79,165.84,3.81,-11.65,250.67
2022,43,37498.47,0.00,405.14,165.84,0.51,-15.44,183.81
2022,44,37634.49,0.00,416.32,165.84,3.10,-13.59,214.17
