Latitude: 38.969116  Longitude: -107.041001
X & Y on Lambert Conformal Conic: -582786.81 -349685.42
Tile: 11557
Elevation: 3331 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2022,78,42729.49,0.00,659.65,368.58,5.73,-10.62,272.07
2022,79,42886.23,0.00,438.87,368.31,3.83,-5.34,410.58
2022,80,43043.01,0.00,472.77,368.31,1.63,-8.09,332.16
2022,81,43199.83,1.43,370.18,369.74,-1.79,-8.99,309.59
2022,82,43356.64,0.00,622.34,369.74,2.80,-11.04,263.29
2022,83,43513.43,0.00,652.70,369.74,8.15,-7.24,354.74
2022,84,43670.17,0.00,608.04,369.07,9.45,-4.42,440.06
2022,85,43826.83,0.00,582.63,367.07,12.02,-1.23,558.00
2022,86,43983.38,0.00,600.45,365.08,12.61,-1.26,557.08
2022,87,44139.81,8.88,410.08,363.10,10.90,-1.28,555.95
2022,88,44296.08,8.65,228.38,361.57,3.58,-2.36,513.36
2022,89,44452.16,0.00,444.71,361.57,1.41,-7.13,357.82
2022,90,44608.04,7.51,449.52,369.09,5.38,-7.14,357.73
2022,91,44763.68,0.00,552.70,368.88,5.23,-5.51,405.25
2022,92,44919.06,0.00,677.91,368.88,8.37,-6.07,378.00
2022,93,45074.15,0.00,356.21,367.27,4.20,-2.16,521.36
2022,94,45228.91,0.00,601.63,366.76,7.03,-4.80,427.68
2022,95,45383.33,6.25,493.75,373.01,3.32,-10.44,276.18
2022,96,45537.37,0.00,562.05,373.01,-1.29,-11.70,249.67
2022,97,45691.01,0.00,667.27,373.01,3.41,-9.86,289.10
2022,98,45844.21,0.00,690.70,372.94,8.43,-5.84,369.31
2022,99,45996.94,0.00,629.69,371.41,9.81,-2.35,480.69
2022,100,46149.18,0.00,395.37,371.22,1.04,-5.55,404.08
2022,101,46300.88,3.54,445.43,371.22,4.64,-6.00,390.37
2022,102,46452.03,7.49,583.78,378.71,3.08,-14.25,202.93
2022,103,46602.58,3.43,337.75,382.15,-5.87,-13.15,221.91
2022,104,46752.51,7.27,477.04,389.41,1.37,-9.81,290.24
2022,105,46901.77,0.00,585.61,388.17,6.80,-3.05,487.89
2022,106,47050.34,0.00,588.53,386.56,7.62,-2.17,520.87
2022,107,47198.17,0.00,519.84,384.94,5.99,-2.14,521.95
2022,108,47345.24,0.00,734.71,383.23,11.59,-1.92,473.76
2022,109,47491.51,0.00,551.09,379.87,10.77,1.99,701.11
2022,110,47636.93,0.00,516.21,377.12,8.52,0.54,635.30
2022,111,47781.47,0.00,709.48,374.46,13.03,0.33,556.33
2022,112,47925.09,13.97,584.67,374.03,10.87,-4.97,412.79
2022,113,48067.75,9.78,431.28,374.01,3.03,-5.95,391.78
2022,114,48209.42,7.61,507.47,381.61,3.82,-7.43,349.61
2022,115,48350.03,0.00,740.99,381.61,5.37,-7.55,339.31
2022,116,48489.57,0.00,786.89,380.94,10.58,-4.40,400.31
2022,117,48627.98,0.00,567.14,377.90,9.97,1.24,667.93
2022,118,48765.21,0.00,683.18,375.50,11.23,-0.27,567.01
2022,119,48901.23,0.00,572.67,374.85,4.28,-4.46,438.97
2022,120,49035.99,0.00,773.33,374.54,8.97,-5.27,381.71
2022,121,49169.44,7.58,457.19,372.36,8.94,-0.80,576.10
2022,122,49301.54,0.00,611.87,370.81,7.16,-2.31,515.52
2022,123,49432.23,4.95,547.00,369.70,9.59,-3.37,476.47
2022,124,49561.47,0.00,658.15,369.70,3.49,-6.95,362.90
2022,125,49689.21,0.00,649.73,368.00,8.37,-1.95,525.99
2022,126,49815.40,0.00,702.53,364.94,13.20,1.30,623.08
2022,127,49939.99,0.00,632.87,361.05,13.34,3.24,737.50
2022,128,50062.92,0.00,478.62,356.82,11.03,4.08,817.64
2022,129,50184.16,0.00,520.20,353.66,8.99,1.53,682.02
2022,130,50303.64,0.00,680.57,350.17,13.24,2.31,670.69
2022,131,50421.31,0.00,707.07,346.61,14.17,2.47,663.35
2022,132,50537.12,0.00,587.58,344.93,6.47,-1.99,527.63
2022,133,50651.02,0.00,699.79,343.05,9.55,-1.53,517.64
2022,134,50762.95,0.00,755.34,340.30,13.45,0.53,563.59
2022,135,50872.86,0.00,759.94,336.50,16.48,3.05,655.76
2022,136,50980.69,0.00,691.59,331.98,16.17,4.78,771.40
2022,137,51086.40,0.00,749.86,328.09,16.54,3.25,665.74
2022,138,51189.92,0.00,729.86,324.36,15.37,2.86,654.44
2022,139,51291.20,0.00,722.32,320.22,16.31,3.86,699.32
2022,140,51390.20,7.62,597.34,319.54,10.98,-4.38,435.94
2022,141,51486.85,0.00,664.72,319.27,5.18,-5.35,410.08
2022,142,51581.10,0.00,598.76,317.21,7.96,-1.09,563.90
2022,143,51672.90,0.00,615.25,314.86,9.01,-0.40,570.81
2022,144,51762.19,0.00,628.83,313.13,7.70,-1.88,495.45
2022,145,51848.93,0.00,775.00,311.43,11.64,-1.97,401.75
2022,146,51933.06,0.00,812.51,308.15,17.29,1.81,450.52
2022,147,52014.54,0.00,764.45,303.70,18.35,4.61,565.91
2022,148,52093.30,0.00,613.79,298.92,14.94,5.38,708.67
2022,149,52169.31,8.18,576.18,297.66,10.90,-3.00,421.81
2022,150,52242.52,3.48,443.35,296.42,5.91,-3.04,488.17
2022,151,52312.87,0.00,781.66,295.21,11.01,-3.13,364.99
2022,152,52380.32,0.00,727.66,291.93,14.47,1.82,522.70
2022,153,52444.84,0.00,761.00,288.57,15.91,1.99,506.24
2022,154,52506.37,0.00,737.11,284.53,16.87,3.61,546.91
2022,155,52564.87,0.00,749.00,280.42,17.57,3.79,501.55
2022,156,52620.30,0.00,651.60,275.72,16.12,5.20,597.28
2022,157,52672.64,0.83,743.84,271.55,17.72,3.93,472.46
2022,158,52721.83,0.00,756.58,267.62,17.94,3.34,436.64
2022,159,52767.85,0.00,749.82,262.95,19.84,5.12,453.85
2022,160,52810.65,0.00,721.59,257.72,20.38,6.45,512.86
2022,161,52850.23,0.00,733.14,252.03,22.21,7.55,531.92
2022,162,52886.53,0.00,715.87,245.86,23.10,8.70,582.70
2022,163,52919.54,0.00,676.32,239.81,21.52,8.40,595.63
2022,164,52949.23,0.00,560.16,233.32,19.53,9.47,768.21
2022,165,52975.59,0.00,585.37,229.11,14.40,4.02,541.89
2022,166,52998.59,0.00,751.83,225.83,17.66,1.80,341.42
2022,167,53018.21,0.00,770.55,221.22,22.39,4.99,387.24
2022,168,53034.44,5.50,467.68,215.44,19.92,7.75,754.25
2022,169,53047.27,14.30,421.16,210.58,15.96,5.56,734.66
2022,170,53056.69,6.09,293.98,205.68,12.37,5.66,913.23
2022,171,53062.69,0.00,600.16,201.95,13.90,2.90,552.24
2022,172,53065.26,0.00,731.08,198.37,18.31,2.52,439.08
2022,173,53064.42,0.00,557.75,193.52,15.88,5.55,676.78
2022,174,53060.14,2.56,424.36,189.21,15.00,4.27,724.85
2022,175,53052.45,0.00,603.37,184.43,16.97,5.37,636.76
2022,176,53041.34,0.00,646.64,179.73,18.09,5.20,592.94
2022,177,53026.82,11.41,413.06,175.64,13.98,3.74,717.68
2022,178,53008.91,0.00,674.63,171.76,17.18,3.24,513.52
2022,179,52987.61,0.00,659.40,167.17,18.42,4.92,552.92
2022,180,52962.95,3.36,490.66,161.93,20.55,6.48,742.18
2022,181,52934.93,6.45,349.66,156.78,14.87,6.25,881.30
2022,182,52903.59,0.00,546.98,151.84,16.11,5.78,691.93
2022,183,52868.95,0.00,640.02,146.98,18.67,5.57,598.96
2022,184,52831.02,9.91,397.37,141.64,16.84,6.70,868.71
2022,185,52789.84,0.00,627.19,136.28,19.58,6.75,686.98
2022,186,52745.44,13.37,422.68,131.53,16.39,5.33,781.50
2022,187,52697.84,8.41,434.82,126.88,16.64,5.08,788.19
2022,188,52647.09,0.00,661.16,122.59,18.37,4.20,602.60
2022,189,52593.21,0.00,662.97,117.27,21.24,6.66,695.40
2022,190,52536.25,0.00,636.01,111.04,22.67,8.85,820.49
2022,191,52476.25,0.00,581.11,104.82,20.67,8.81,877.60
2022,192,52413.23,0.00,647.21,99.26,21.48,7.24,724.80
2022,193,52347.26,0.00,591.51,93.34,20.31,8.08,796.31
2022,194,52278.36,0.00,612.71,87.24,21.73,8.53,782.37
2022,195,52206.59,0.00,601.49,80.91,22.06,9.08,793.34
2022,196,52131.99,3.81,420.51,74.63,20.83,8.94,979.06
2022,197,52054.61,0.00,600.27,68.65,21.08,8.25,772.57
2022,198,51974.49,0.00,655.07,62.61,23.94,8.38,716.39
2022,199,51891.70,3.18,435.75,56.30,22.06,9.03,976.17
2022,200,51806.26,0.00,595.11,50.37,21.55,8.11,780.71
2022,201,51718.25,0.00,578.01,44.00,22.23,9.17,850.90
2022,202,51627.71,0.00,595.49,37.77,22.60,8.82,814.31
2022,203,51534.69,0.00,572.13,31.11,22.92,9.86,838.19
2022,204,51439.24,3.00,426.93,24.83,22.40,8.96,911.28
2022,205,51341.42,6.33,385.99,19.08,19.12,7.69,883.80
2022,206,51241.29,3.20,289.93,13.21,15.93,7.97,1052.08
2022,207,51138.89,0.00,556.62,7.71,19.79,7.09,713.70
2022,208,51034.28,3.50,393.08,1.75,20.19,8.19,936.21
2022,209,50927.51,4.12,143.55,0.00,11.22,7.17,1012.83
2022,210,50818.64,6.51,326.58,0.00,16.08,5.80,899.65
2022,211,50707.72,8.28,296.01,0.00,15.07,6.01,935.05
2022,212,50594.81,7.43,349.89,0.00,18.47,6.92,954.30
2022,213,50479.96,20.32,375.87,0.00,20.07,7.02,946.91
2022,214,50363.22,6.54,305.48,0.00,16.77,7.20,1014.89
2022,215,50244.64,0.00,437.95,0.00,18.65,8.21,1025.59
2022,216,50124.29,0.00,494.66,0.00,21.18,8.53,985.83
2022,217,50002.20,0.00,467.46,0.00,21.02,9.34,1067.69
2022,218,49878.44,0.00,504.20,0.00,20.72,7.71,929.21
2022,219,49753.05,0.00,482.49,0.00,20.85,8.72,1013.72
2022,220,49626.09,0.00,495.78,0.00,20.93,8.30,974.88
2022,221,49497.60,0.00,524.08,0.00,22.23,8.15,936.49
2022,222,49367.63,0.00,488.29,0.00,21.61,9.12,1035.48
2022,223,49236.24,3.44,373.45,0.00,21.31,8.03,1067.60
2022,224,49103.47,0.00,524.57,0.00,21.25,7.12,888.84
2022,225,48969.36,7.07,357.96,0.00,20.77,8.34,1097.34
2022,226,48833.97,0.00,525.30,0.00,22.18,7.69,937.36
2022,227,48697.35,7.84,323.33,0.00,18.75,8.11,1080.08
2022,228,48559.52,6.64,192.14,0.00,12.36,6.84,990.49
2022,229,48420.55,3.72,249.95,0.00,13.83,6.53,969.47
2022,230,48280.47,0.00,531.63,0.00,18.95,4.87,816.44
2022,231,48139.33,8.84,317.14,0.00,16.38,6.52,969.02
2022,232,47997.17,7.70,265.83,0.00,14.56,6.80,987.98
2022,233,47854.03,0.00,412.82,0.00,15.46,6.26,951.51
2022,234,47709.94,4.26,317.08,0.00,15.07,5.55,905.78
2022,235,47564.96,0.00,514.76,0.00,18.34,5.29,875.91
2022,236,47419.12,0.00,528.62,0.00,20.31,6.08,909.22
2022,237,47272.45,10.52,357.03,0.00,18.44,6.50,967.85
2022,238,47125.00,9.75,254.45,0.00,11.77,4.48,840.94
2022,239,46976.79,0.00,468.31,0.00,15.14,3.83,803.11
2022,240,46827.88,6.05,318.00,0.00,15.34,5.31,890.93
2022,241,46678.28,0.00,528.50,0.00,19.63,4.85,861.85
2022,242,46528.04,0.00,498.81,0.00,20.94,7.39,1028.56
2022,243,46377.19,0.00,463.04,0.00,20.66,8.65,1120.41
2022,244,46225.76,0.00,478.28,0.00,19.81,7.12,1009.48
2022,245,46073.79,0.00,465.61,0.00,21.05,8.64,1119.95
2022,246,45921.30,0.00,480.70,0.00,21.35,8.17,1084.47
2022,247,45768.34,0.00,489.62,0.00,21.67,7.85,1061.50
2022,248,45614.92,0.00,461.47,0.00,21.83,9.22,1164.51
2022,249,45461.08,0.00,480.55,0.00,23.13,9.37,1176.22
2022,250,45306.84,0.00,489.59,0.00,23.30,8.91,1140.32
2022,251,45152.25,0.00,482.98,0.00,23.04,8.91,1140.79
2022,252,44997.32,0.00,459.96,0.00,20.75,7.94,1068.17
2022,253,44842.09,0.00,446.58,0.00,17.56,5.63,910.97
2022,254,44686.58,0.00,530.89,0.00,19.74,2.78,745.63
2022,255,44530.81,0.00,499.95,0.00,19.59,4.47,840.51
2022,256,44374.83,4.53,296.72,0.00,15.46,5.09,877.50
2022,257,44218.65,8.07,192.33,0.00,11.48,5.34,892.98
2022,258,44062.30,8.57,263.90,0.00,11.21,2.39,725.63
2022,259,43905.80,5.80,305.89,0.00,14.73,3.70,795.88
2022,260,43749.19,0.00,434.36,0.00,15.50,3.65,793.03
2022,261,43592.49,0.00,441.48,0.00,17.08,4.64,850.29
2022,262,43435.73,0.00,425.02,0.00,17.23,5.27,888.53
2022,263,43278.92,0.00,430.25,0.00,17.86,5.41,897.44
2022,264,43122.11,8.74,180.59,0.00,12.72,6.53,969.76
2022,265,42965.30,9.14,176.82,0.00,10.52,4.61,848.25
2022,266,42808.54,0.00,387.86,0.00,13.71,3.36,777.14
2022,267,42651.83,0.00,478.49,0.00,16.29,1.44,677.81
2022,268,42495.22,0.00,467.97,0.00,17.23,2.53,732.74
2022,269,42338.73,0.00,450.02,0.00,17.72,3.76,799.28
2022,270,42182.38,0.00,373.62,0.00,15.61,5.00,871.96
2022,271,42026.20,0.00,345.25,0.00,14.31,4.82,861.07
2022,272,41870.21,8.12,282.39,0.00,14.50,3.64,792.81
2022,273,41714.45,15.09,265.79,0.00,10.77,0.92,652.78
2022,274,41558.93,10.93,170.93,0.00,7.57,1.70,690.68
2022,275,41403.70,15.33,175.88,0.00,6.76,0.79,646.82
2022,276,41248.77,5.00,207.84,0.00,8.30,1.18,665.36
2022,277,41094.17,0.00,397.93,0.00,11.68,0.66,640.74
2022,278,40939.93,0.00,400.83,0.00,11.76,0.53,634.52
2022,279,40786.09,0.00,419.96,0.00,13.04,0.81,647.42
2022,280,40632.67,0.00,386.40,0.00,12.50,1.77,693.81
2022,281,40479.70,0.00,397.29,0.00,11.41,0.29,623.90
2022,282,40327.21,0.00,409.02,0.00,12.26,0.44,630.48
2022,283,40175.23,0.00,379.24,0.00,10.64,0.14,617.16
2022,284,40023.80,0.00,377.78,0.00,11.22,0.84,648.99
2022,285,39872.95,0.00,419.64,0.00,12.15,-0.21,601.28
2022,286,39722.70,0.00,409.48,0.00,12.02,-0.07,607.60
2022,287,39573.10,0.00,434.32,0.00,13.17,-0.91,571.64
2022,288,39424.18,0.00,431.81,0.00,13.53,-0.78,576.99
2022,289,39275.98,0.00,365.76,0.00,10.13,-0.55,586.57
2022,290,39128.52,0.00,418.55,0.00,12.59,-1.23,558.01
2022,291,38981.84,0.00,412.30,0.00,12.64,-1.00,567.90
2022,292,38835.99,0.00,425.53,0.00,14.08,-0.93,570.73
2022,293,38691.01,0.00,420.31,0.00,14.32,-0.62,583.66
2022,294,38546.92,0.00,358.00,0.00,10.96,-0.45,591.04
2022,295,38403.77,12.17,211.53,0.00,8.99,0.28,623.20
2022,296,38261.60,15.77,326.34,15.77,4.44,-9.28,302.70
2022,297,38120.45,0.00,303.51,15.77,-3.51,-11.34,257.04
2022,298,37980.36,7.50,290.92,23.27,1.25,-9.85,289.35
2022,299,37841.39,10.53,163.66,22.35,1.76,-3.82,460.47
2022,300,37703.56,0.00,370.12,22.35,-0.95,-10.84,267.54
2022,301,37566.92,0.00,480.70,22.35,6.92,-10.00,285.98
2022,302,37431.52,0.00,443.98,22.35,6.83,-7.58,345.60
2022,303,37297.41,0.00,386.61,22.26,5.71,-5.78,396.99
2022,304,37164.63,0.00,419.48,22.26,7.55,-6.06,388.70
2022,305,37033.23,0.00,377.52,21.33,8.05,-3.78,461.91
2022,306,36903.25,6.09,214.12,19.70,6.55,-2.12,522.70
2022,307,36774.75,12.26,213.39,31.96,0.35,-8.07,332.64
2022,308,36647.78,0.00,283.10,31.96,-2.53,-10.62,272.23
2022,309,36522.38,8.87,181.26,40.83,-1.24,-8.15,330.71
2022,310,36398.60,6.53,93.06,38.99,1.79,-1.62,542.35
2022,311,36276.51,0.00,285.75,36.72,7.69,-0.59,585.07
2022,312,36156.14,0.00,288.99,34.58,7.47,-0.92,571.14
2022,313,36037.55,4.47,319.58,39.06,6.80,-9.92,287.67
2022,314,35920.80,0.00,346.20,39.06,-3.69,-14.14,204.75
2022,315,35805.94,0.00,394.93,39.06,-3.30,-16.26,171.78
2022,316,35693.01,0.00,429.63,39.06,2.67,-13.66,212.89
2022,317,35582.08,0.00,369.14,39.06,2.47,-9.69,292.93
2022,318,35473.20,0.00,305.35,39.06,-2.74,-11.95,244.75
2022,319,35366.42,0.00,363.91,39.06,-5.74,-17.49,154.84
2022,320,35261.79,0.00,380.82,39.06,-4.32,-17.12,159.80
2022,321,35159.38,0.00,360.88,39.06,-1.06,-12.92,226.23
2022,322,35059.23,0.00,370.57,39.06,-2.91,-15.36,185.17
2022,323,34961.39,0.00,407.50,39.06,-0.17,-15.60,181.39
2022,324,34865.93,0.00,405.23,39.06,2.85,-12.93,226.04
2022,325,34772.89,0.00,407.43,39.06,6.17,-10.67,271.18
2022,326,34682.33,0.00,382.73,39.06,4.38,-10.24,280.57
2022,327,34594.30,0.00,316.08,39.06,0.47,-10.32,278.71
2022,328,34508.86,0.00,280.46,39.06,-1.06,-10.37,277.65
2022,329,34426.04,0.00,398.16,39.06,6.47,-11.10,261.93
2022,330,34345.91,4.72,244.09,43.78,4.74,-7.99,334.82
2022,331,34268.51,0.00,213.86,43.78,-1.33,-8.41,323.94
2022,332,34193.89,14.45,136.35,58.22,-1.80,-7.77,340.61
2022,333,34122.10,4.85,252.53,63.07,-6.67,-19.18,134.09
2022,334,34053.19,0.00,403.98,63.07,-0.44,-17.94,148.97
2022,335,33987.19,7.38,234.62,70.46,1.51,-10.02,285.40
2022,336,33924.16,11.39,170.18,81.84,-2.84,-10.48,275.29
2022,337,33864.13,8.09,215.28,89.93,0.25,-9.94,287.22
2022,338,33807.15,7.32,151.87,89.29,2.40,-4.48,438.26
2022,339,33753.25,7.94,73.92,88.18,-0.20,-3.36,476.52
2022,340,33702.48,14.92,98.61,87.97,-1.11,-5.49,405.82
2022,341,33654.87,10.46,154.32,87.59,1.93,-5.09,418.53
2022,342,33610.44,0.00,318.78,87.59,-3.08,-14.39,200.59
2022,343,33569.24,0.00,365.75,87.59,-2.51,-16.69,165.69
2022,344,33531.29,0.00,375.75,87.59,0.71,-14.69,195.74
2022,345,33496.62,0.00,338.49,87.59,2.31,-10.46,275.56
2022,346,33465.26,6.10,211.71,93.68,-1.82,-11.91,245.43
2022,347,33437.23,0.00,102.41,93.68,-10.11,-13.32,218.97
2022,348,33412.54,0.00,224.06,93.68,-8.00,-15.15,188.28
2022,349,33391.22,0.00,275.74,93.68,-9.60,-18.56,141.40
2022,350,33373.29,0.00,317.11,93.68,-10.37,-21.05,113.99
2022,351,33358.75,0.00,397.31,93.68,-4.78,-22.19,103.11
2022,352,33347.61,0.00,380.08,93.68,-2.41,-18.03,147.91
2022,353,33339.90,0.00,368.85,93.68,-2.84,-17.37,156.46
2022,354,33335.60,6.62,267.49,100.31,-2.09,-16.75,164.77
2022,355,33334.73,5.46,136.08,105.76,-6.37,-12.13,241.06
2022,356,33337.28,0.00,186.36,105.76,-7.04,-12.66,230.97
2022,357,33343.26,4.57,240.84,110.34,-1.01,-12.29,238.00
2022,358,33352.66,0.00,225.40,110.34,-1.22,-8.08,332.39
2022,359,33365.46,0.00,345.50,110.34,2.60,-9.15,305.72
2022,360,33381.67,0.00,274.67,110.30,2.46,-5.90,393.34
2022,361,33401.27,14.30,219.38,124.59,3.10,-6.34,380.31
2022,362,33424.25,15.04,226.27,139.63,0.35,-9.33,301.44
2022,363,33450.58,5.60,233.71,145.23,-6.19,-16.00,175.50
2022,364,33480.25,18.33,254.98,163.56,-4.25,-15.04,190.12
2022,365,33513.24,27.20,161.34,190.76,-0.68,-6.61,372.65
