Latitude: 38.714482  Longitude: -106.821469
X & Y on Lambert Conformal Conic: -566865.57 -378139.2
Tile: 11557
Elevation: 2706 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2022,45,37827.72,0.00,423.75,114.41,3.80,-16.28,171.38
2022,46,37964.66,0.00,411.12,114.41,4.71,-13.91,208.69
2022,47,38102.72,4.06,255.71,118.47,0.73,-12.46,234.82
2022,48,38241.86,0.00,339.76,118.47,-2.35,-15.33,185.60
2022,49,38382.03,0.00,412.07,118.47,0.22,-17.15,159.29
2022,50,38523.19,0.00,441.50,118.47,2.54,-17.26,157.92
2022,51,38665.30,0.00,443.21,118.47,4.11,-15.75,179.14
2022,52,38808.33,7.93,255.01,126.40,0.70,-11.83,246.98
2022,53,38952.23,7.18,149.36,133.58,-2.64,-9.19,304.78
2022,54,39096.97,6.06,207.92,139.64,-1.22,-10.44,275.99
2022,55,39242.51,3.39,195.23,143.04,-6.22,-14.53,198.21
2022,56,39388.81,0.00,396.86,143.04,-4.57,-18.46,142.63
2022,57,39535.83,0.00,454.54,143.04,-4.61,-21.78,106.92
2022,58,39683.55,0.00,517.67,143.04,1.11,-22.16,103.37
2022,59,39831.92,0.00,497.38,143.04,4.79,-15.68,180.22
2022,60,39980.91,0.00,513.39,143.04,7.45,-14.51,195.40
2022,61,40130.50,0.00,504.38,143.04,8.47,-12.22,229.80
2022,62,40280.64,0.00,498.59,143.04,9.19,-10.77,250.04
2022,63,40431.31,3.80,341.06,146.83,6.42,-9.82,289.99
2022,64,40582.47,6.46,254.20,153.29,2.41,-8.15,330.56
2022,65,40734.09,2.66,209.86,155.95,-2.06,-10.20,281.38
2022,66,40886.15,0.00,417.10,155.95,-2.64,-15.63,181.05
2022,67,41038.61,2.92,398.06,158.87,-2.97,-22.03,104.60
2022,68,41191.45,7.04,333.22,165.91,-1.45,-15.05,189.87
2022,69,41344.63,0.00,420.92,165.91,-3.87,-16.24,171.97
2022,70,41498.13,0.00,571.34,165.91,-3.71,-25.09,79.52
2022,71,41651.92,0.00,566.25,165.91,3.28,-17.49,149.93
2022,72,41805.97,2.28,426.72,168.19,6.52,-14.12,205.00
2022,73,41960.26,0.00,515.74,168.19,5.10,-11.51,243.54
2022,74,42114.75,0.00,570.73,168.19,7.36,-12.94,203.90
2022,75,42269.43,3.20,400.98,171.39,7.22,-9.95,286.97
2022,76,42424.26,0.00,459.22,171.39,2.96,-10.20,281.47
2022,77,42579.22,0.00,580.88,171.39,3.91,-15.92,167.04
2022,78,42734.28,0.00,579.88,171.39,6.01,-13.78,193.30
2022,79,42889.42,0.00,524.71,171.39,7.24,-8.87,290.23
2022,80,43044.61,0.00,423.34,171.39,3.83,-7.69,342.57
2022,81,43199.83,0.00,435.40,171.39,0.84,-10.77,268.91
2022,82,43355.05,0.00,574.50,171.39,4.92,-12.95,206.35
2022,83,43510.24,0.00,590.15,171.39,9.73,-9.58,249.85
2022,84,43665.38,0.00,586.10,171.39,11.91,-7.31,290.19
2022,85,43820.44,0.00,595.47,170.96,15.28,-4.97,329.80
2022,86,43975.40,0.00,598.88,170.38,15.80,-4.61,334.97
2022,87,44130.23,2.76,418.17,169.53,13.67,-3.97,407.12
2022,88,44284.91,2.13,267.97,168.12,6.77,-2.66,502.31
2022,89,44439.40,0.00,324.06,167.32,4.12,-4.08,451.45
2022,90,44593.69,2.90,439.08,170.21,8.69,-8.80,276.98
2022,91,44747.74,0.00,512.33,170.00,8.30,-5.50,308.23
2022,92,44901.53,0.00,636.84,170.00,11.87,-8.33,202.09
2022,93,45055.03,0.00,472.30,168.68,9.33,-2.84,385.69
2022,94,45208.22,0.00,501.59,167.24,10.59,-2.59,371.71
2022,95,45361.05,0.00,453.77,166.21,8.01,-3.53,379.87
2022,96,45513.52,0.00,463.88,166.21,2.78,-8.87,263.34
2022,97,45665.57,0.00,621.69,166.21,7.10,-11.04,172.79
2022,98,45817.20,0.00,656.74,166.21,12.44,-8.11,172.67
2022,99,45968.36,0.00,639.70,166.04,13.81,-5.61,184.05
2022,100,46119.03,0.00,402.92,165.20,5.73,-3.98,351.71
2022,101,46269.17,0.00,542.56,164.78,8.93,-5.01,248.59
2022,102,46418.76,2.38,307.34,167.16,2.57,-6.90,337.85
2022,103,46567.76,0.00,426.21,167.16,-1.62,-11.27,223.77
2022,104,46716.13,0.00,619.61,167.16,6.08,-10.04,164.68
2022,105,46863.85,0.00,610.14,166.75,10.65,-5.03,218.53
2022,106,47010.87,0.00,634.60,166.36,11.75,-5.06,203.66
2022,107,47157.17,0.00,551.50,164.64,11.29,-1.91,296.18
2022,108,47302.71,0.00,709.00,164.23,16.52,-5.02,159.39
2022,109,47447.45,0.00,653.00,162.30,16.19,-1.41,230.75
2022,110,47591.35,0.00,615.55,160.05,15.14,-0.64,266.26
2022,111,47734.38,0.00,703.84,158.70,18.61,-2.77,178.61
2022,112,47876.50,6.59,501.39,157.44,15.99,-3.01,264.66
2022,113,48017.67,3.66,300.75,156.46,5.24,-3.66,429.05
2022,114,48157.84,2.74,444.56,159.19,5.88,-8.53,249.59
2022,115,48296.98,0.00,619.43,159.06,9.54,-5.68,230.60
2022,116,48435.04,0.00,728.57,159.06,15.23,-6.73,159.81
2022,117,48571.98,0.00,639.46,157.26,14.42,-1.71,270.07
2022,118,48707.77,0.00,681.85,155.95,15.73,-2.89,218.97
2022,119,48842.34,0.00,561.50,154.85,9.95,-3.38,286.32
2022,120,48975.67,0.00,712.71,154.85,14.48,-6.22,166.22
2022,121,49107.69,3.96,489.45,153.34,15.06,-2.41,318.13
2022,122,49238.38,0.00,600.91,151.82,12.38,-2.38,287.06
2022,123,49367.67,1.93,678.47,150.88,14.74,-3.77,211.30
2022,124,49495.52,0.00,514.08,150.13,7.63,-4.21,301.50
2022,125,49621.89,0.00,657.14,148.99,14.10,-3.28,228.64
2022,126,49746.72,0.00,704.41,146.99,19.37,-1.25,218.76
2022,127,49869.96,0.00,688.81,144.23,20.28,0.58,251.44
2022,128,49991.57,0.00,556.90,140.01,17.71,4.04,425.82
2022,129,50111.49,0.00,519.14,135.90,16.07,3.80,457.43
2022,130,50229.67,0.00,677.65,133.14,19.49,0.56,257.63
2022,131,50346.06,0.00,672.38,130.44,19.25,0.45,258.60
2022,132,50460.61,0.00,478.61,127.44,12.50,1.13,426.09
2022,133,50573.26,0.00,680.58,126.47,15.85,-3.70,201.15
2022,134,50683.96,0.00,705.42,124.75,19.53,-1.91,202.46
2022,135,50792.66,0.00,696.45,121.98,21.74,0.60,235.69
2022,136,50899.31,0.00,665.26,118.58,21.42,2.10,279.57
2022,137,51003.85,0.00,694.74,115.92,21.81,0.33,230.33
2022,138,51106.22,0.00,653.88,112.61,20.76,1.88,265.33
2022,139,51206.38,0.00,646.89,109.28,20.52,1.93,270.66
2022,140,51304.28,8.18,359.27,106.71,12.18,0.12,466.36
2022,141,51399.85,0.00,463.46,105.34,8.49,-2.74,358.50
2022,142,51493.05,0.00,505.95,103.01,12.01,-0.43,375.77
2022,143,51583.82,0.00,500.71,100.42,12.51,0.16,361.87
2022,144,51672.12,0.00,478.71,97.81,11.82,0.20,350.91
2022,145,51757.88,0.00,682.15,96.84,16.39,-3.67,159.37
2022,146,51841.07,0.00,709.52,94.42,22.13,-0.23,209.14
2022,147,51921.62,0.00,682.01,91.01,22.71,2.10,250.46
2022,148,51999.50,0.00,622.83,87.00,20.80,3.55,279.55
2022,149,52074.65,5.22,398.51,83.65,15.76,1.98,388.51
2022,150,52147.02,0.00,503.48,81.96,10.45,-1.98,274.93
2022,151,52216.57,0.00,658.50,80.66,15.92,-2.90,169.59
2022,152,52283.26,0.00,635.29,77.66,18.99,1.14,232.61
2022,153,52347.04,0.00,675.56,74.99,20.77,0.37,219.13
2022,154,52407.87,0.00,667.34,72.01,21.33,1.09,231.74
2022,155,52465.70,0.00,674.84,69.03,21.97,1.09,231.66
2022,156,52520.50,0.00,610.76,64.94,20.96,3.74,283.56
2022,157,52572.23,0.00,643.55,61.02,22.41,3.34,275.20
2022,158,52620.86,0.00,642.85,56.96,23.00,3.67,282.12
2022,159,52666.35,0.00,654.88,52.92,24.10,3.61,280.76
2022,160,52708.66,0.00,644.90,48.17,25.45,5.32,319.04
2022,161,52747.78,0.00,657.79,43.38,26.69,5.40,320.97
2022,162,52783.67,0.00,649.63,38.17,27.68,6.41,345.93
2022,163,52816.30,0.00,608.02,32.67,25.85,7.10,363.99
2022,164,52845.65,0.00,602.60,27.24,25.41,6.93,359.36
2022,165,52871.70,0.00,490.41,21.93,20.03,6.63,351.54
2022,166,52894.43,0.00,656.64,18.96,22.92,1.07,231.37
2022,167,52913.82,0.00,682.22,15.31,27.52,2.71,262.25
2022,168,52929.87,3.37,442.88,9.99,25.00,6.66,352.41
2022,169,52942.55,11.33,308.05,3.48,20.65,9.50,529.89
2022,170,52951.86,3.08,235.23,0.00,17.82,8.42,793.00
2022,171,52957.79,0.00,477.82,0.00,19.89,4.62,311.92
2022,172,52960.33,0.00,574.08,0.00,22.44,1.20,233.62
2022,173,52959.50,0.00,473.54,0.00,19.73,4.40,312.01
2022,174,52955.27,2.66,355.82,0.00,20.10,4.32,435.23
2022,175,52947.67,0.00,489.70,0.00,20.39,4.27,309.85
2022,176,52936.68,0.00,535.72,0.00,22.38,3.82,285.24
2022,177,52922.34,12.60,297.90,0.00,19.20,6.86,637.43
2022,178,52904.63,2.54,375.96,0.00,22.19,5.21,513.75
2022,179,52883.58,0.00,521.49,0.00,22.55,4.79,349.90
2022,180,52859.20,2.56,395.01,0.00,24.47,5.66,496.86
2022,181,52831.51,5.39,277.63,0.00,20.45,8.86,841.57
2022,182,52800.53,0.00,448.44,0.00,21.10,6.84,526.90
2022,183,52766.28,0.00,528.24,0.00,23.52,5.41,386.74
2022,184,52728.80,5.87,311.00,0.00,21.33,8.29,783.91
2022,185,52688.09,0.00,508.84,0.00,23.93,7.03,488.93
2022,186,52644.20,8.19,305.63,0.00,20.19,7.59,799.64
2022,187,52597.15,8.41,342.54,0.00,21.22,6.67,736.84
2022,188,52546.98,0.00,540.68,0.00,23.59,5.00,484.58
2022,189,52493.72,0.00,551.63,0.00,25.94,6.48,513.41
2022,190,52437.41,0.00,559.87,0.00,27.68,7.46,532.01
2022,191,52378.09,0.00,499.85,0.00,25.79,9.32,684.44
2022,192,52315.80,0.00,530.45,0.00,25.51,7.51,576.49
2022,193,52250.57,0.00,533.12,0.00,25.13,7.05,546.07
2022,194,52182.46,0.00,524.47,0.00,25.40,7.80,582.68
2022,195,52111.50,2.61,387.81,0.00,26.57,8.62,782.40
2022,196,52037.75,8.52,354.75,0.00,25.02,9.59,908.69
2022,197,51961.24,0.00,538.60,0.00,26.20,7.74,623.11
2022,198,51882.03,0.00,543.27,0.00,27.20,8.31,637.72
2022,199,51800.16,5.07,378.50,0.00,27.19,9.79,921.12
2022,200,51715.69,0.00,519.55,0.00,26.92,8.90,719.94
2022,201,51628.67,0.00,502.44,0.00,26.85,9.70,781.15
2022,202,51539.14,0.00,535.22,0.00,26.86,7.89,658.47
2022,203,51447.16,0.00,531.61,0.00,27.19,8.36,649.36
2022,204,51352.78,5.11,353.59,0.00,26.69,10.68,995.68
2022,205,51256.05,5.44,317.05,0.00,23.15,9.58,1013.83
2022,206,51157.02,4.69,267.95,0.00,20.49,9.59,1129.16
2022,207,51055.76,0.00,489.20,0.00,24.25,7.95,739.34
2022,208,50952.30,0.00,486.72,0.00,24.67,8.45,765.93
2022,209,50846.71,4.01,163.26,0.00,17.03,10.77,1291.87
2022,210,50739.04,2.55,283.76,0.00,20.20,8.81,1083.66
2022,211,50629.34,2.71,342.44,0.00,22.29,7.63,928.71
2022,212,50517.67,1.47,473.37,0.00,23.85,8.52,817.21
2022,213,50404.07,6.77,338.91,0.00,24.30,9.63,1058.28
2022,214,50288.60,0.00,470.99,0.00,23.51,8.25,834.82
2022,215,50171.32,0.00,485.28,0.00,24.68,8.62,835.32
2022,216,50052.27,0.00,508.84,0.00,26.04,8.42,793.37
2022,217,49931.51,3.74,347.29,0.00,24.90,9.31,1044.33
2022,218,49809.08,0.00,495.11,0.00,25.57,8.61,838.09
2022,219,49685.05,0.00,509.95,0.00,26.15,8.29,803.60
2022,220,49559.45,0.00,507.80,0.00,25.71,8.05,796.35
2022,221,49432.34,0.00,527.58,0.00,27.10,7.88,762.74
2022,222,49303.77,0.00,506.74,0.00,27.25,9.21,856.71
2022,223,49173.78,4.97,380.94,0.00,26.76,8.23,942.46
2022,224,49042.42,0.00,526.17,0.00,26.13,6.73,732.58
2022,225,48909.75,0.00,498.81,0.00,25.79,8.13,834.62
2022,226,48775.80,0.00,510.28,0.00,26.02,7.48,788.49
2022,227,48640.62,4.98,342.07,0.00,24.36,8.66,1047.64
2022,228,48504.25,12.03,236.12,0.00,19.07,9.54,1190.02
2022,229,48366.75,6.48,257.29,0.00,18.82,8.45,1105.28
2022,230,48228.15,0.00,505.94,0.00,23.77,5.81,786.10
2022,231,48088.49,4.23,340.40,0.00,22.84,7.57,1024.14
2022,232,47947.82,1.45,339.06,0.00,18.90,8.78,1130.74
2022,233,47806.18,0.00,391.68,0.00,20.37,8.40,1056.70
2022,234,47663.61,1.38,448.64,0.00,21.33,6.93,905.12
2022,235,47520.14,0.00,511.56,0.00,23.02,4.64,727.26
2022,236,47375.82,0.00,514.04,0.00,23.94,4.88,735.20
2022,237,47230.68,8.02,357.73,0.00,22.88,5.99,924.97
2022,238,47084.76,6.02,229.44,0.00,17.03,7.96,1069.32
2022,239,46938.09,0.00,460.32,0.00,21.14,5.28,837.40
2022,240,46790.72,0.00,461.72,0.00,20.07,4.05,764.67
2022,241,46642.67,0.00,507.41,0.00,23.61,3.96,718.67
2022,242,46493.99,0.00,497.51,0.00,25.34,5.91,823.14
2022,243,46344.69,0.00,476.47,0.00,25.99,7.72,946.59
2022,244,46194.83,0.00,491.66,0.00,24.96,5.45,805.70
2022,245,46044.42,0.00,498.02,0.00,26.40,5.90,821.66
2022,246,45893.50,0.00,482.69,0.00,26.12,6.64,878.24
2022,247,45742.11,0.00,500.31,0.00,26.93,5.46,796.12
2022,248,45590.26,0.00,493.56,0.00,27.77,6.42,853.42
2022,249,45438.00,0.00,483.99,0.00,28.13,7.29,912.74
2022,250,45285.35,0.00,482.05,0.00,27.70,6.82,888.72
2022,251,45132.34,0.00,482.91,0.00,27.20,6.02,844.40
2022,252,44978.99,0.00,464.66,0.00,25.03,5.46,834.41
2022,253,44825.35,0.00,434.00,0.00,21.41,4.28,803.25
2022,254,44671.42,0.00,497.34,0.00,23.64,0.90,596.58
2022,255,44517.25,0.00,481.86,0.00,23.00,1.49,632.71
2022,256,44362.86,2.68,328.26,0.00,20.80,2.87,750.66
2022,257,44208.27,3.63,243.62,0.00,16.26,4.60,847.99
2022,258,44053.51,3.34,257.05,0.00,17.01,4.38,835.25
2022,259,43898.61,0.00,428.59,0.00,19.33,1.49,680.28
2022,260,43743.60,0.00,444.52,0.00,21.31,1.93,675.22
2022,261,43588.50,0.00,457.39,0.00,22.62,1.65,647.10
2022,262,43433.33,0.00,439.84,0.00,22.26,2.37,692.91
2022,263,43278.12,0.00,431.33,0.00,22.52,2.82,720.21
2022,264,43122.90,8.80,206.93,0.00,16.18,5.60,908.93
2022,265,42967.69,7.78,199.17,0.00,16.08,5.99,934.01
2022,266,42812.52,0.00,369.71,0.00,17.84,2.60,736.43
2022,267,42657.42,0.00,432.18,0.00,20.16,0.02,611.79
2022,268,42502.40,0.00,434.93,0.00,21.29,0.25,608.76
2022,269,42347.50,0.00,419.93,0.00,21.28,1.24,658.05
2022,270,42192.75,0.00,395.17,0.00,20.34,2.11,710.78
2022,271,42038.16,0.00,360.34,0.00,19.33,3.41,779.96
2022,272,41883.76,2.13,261.78,0.00,18.62,3.46,782.85
2022,273,41729.59,8.52,267.45,0.00,17.16,1.59,684.88
2022,274,41575.66,7.70,187.50,0.00,12.18,2.35,723.56
2022,275,41422.01,7.36,152.45,0.00,10.19,2.49,730.53
2022,276,41268.67,1.70,283.31,0.00,13.09,1.84,697.27
2022,277,41115.66,0.00,359.16,0.00,15.16,-0.34,595.76
2022,278,40963.00,0.00,371.76,0.00,15.69,-0.75,578.06
2022,279,40810.74,0.00,380.48,0.00,16.61,-0.75,578.34
2022,280,40658.89,0.00,364.54,0.00,16.07,-0.12,605.35
2022,281,40507.49,0.00,380.25,0.00,15.75,-1.72,538.45
2022,282,40356.57,0.00,378.62,0.00,15.78,-1.71,538.65
2022,283,40206.16,0.00,375.73,0.00,15.36,-2.18,520.37
2022,284,40056.29,0.00,365.65,0.00,14.97,-1.77,536.60
2022,285,39906.99,0.00,380.53,0.00,16.23,-2.07,524.61
2022,286,39758.30,0.00,379.94,0.00,16.09,-2.42,511.13
2022,287,39610.25,0.00,391.60,0.00,16.81,-3.77,462.35
2022,288,39462.87,0.00,390.55,0.00,17.08,-4.03,453.34
2022,289,39316.20,0.00,350.28,0.00,13.95,-3.02,488.99
2022,290,39170.28,0.00,372.84,0.00,15.76,-3.81,460.98
2022,291,39025.13,0.00,369.39,0.00,16.19,-3.43,474.30
2022,292,38880.81,0.00,381.92,0.00,17.95,-3.90,457.64
2022,293,38737.33,0.00,375.64,0.00,17.61,-3.81,460.89
2022,294,38594.75,0.00,349.20,0.00,14.81,-3.77,462.31
2022,295,38453.10,5.94,244.74,0.00,14.53,-2.20,519.74
2022,296,38312.43,9.08,169.56,0.00,4.90,-5.08,418.86
2022,297,38172.76,0.00,220.30,0.00,-0.18,-9.73,292.05
2022,298,38034.16,1.83,362.79,1.83,5.65,-10.91,265.91
2022,299,37896.64,5.49,195.27,1.57,4.91,-5.37,409.53
2022,300,37760.27,0.00,200.60,1.51,1.68,-5.87,394.20
2022,301,37625.09,0.00,354.55,1.51,6.39,-9.77,291.07
2022,302,37491.13,0.00,371.25,1.51,8.64,-9.52,296.99
2022,303,37358.44,0.00,345.58,1.51,8.85,-7.36,351.49
2022,304,37227.08,0.00,364.33,1.51,10.29,-8.28,327.27
2022,305,37097.08,0.00,343.56,1.51,10.48,-6.66,371.14
2022,306,36968.50,5.12,240.92,0.82,11.09,-4.36,442.24
2022,307,36841.38,8.26,150.53,0.25,3.70,-4.64,432.85
2022,308,36715.77,0.00,182.83,0.25,-1.30,-8.74,315.73
2022,309,36591.73,3.69,168.44,3.94,3.01,-6.33,380.59
2022,310,36469.29,0.00,209.33,2.75,5.55,-3.17,483.54
2022,311,36348.52,0.00,316.89,1.42,12.84,-2.83,495.75
2022,312,36229.46,0.00,315.73,0.05,13.05,-2.74,499.17
2022,313,36112.16,2.25,223.03,0.00,11.39,-5.53,404.55
2022,314,35996.68,0.00,240.17,0.00,0.42,-11.50,253.67
2022,315,35883.07,0.00,272.63,0.00,-0.82,-15.27,186.49
2022,316,35771.39,0.00,303.65,0.00,2.43,-15.75,179.13
2022,317,35661.67,0.00,287.44,0.00,3.07,-13.29,219.53
2022,318,35553.99,0.00,239.21,0.00,-0.88,-12.86,227.34
2022,319,35448.38,0.00,241.21,0.00,-3.26,-15.33,185.50
2022,320,35344.92,0.00,293.17,0.00,-1.32,-18.55,141.50
2022,321,35243.64,0.00,286.40,0.00,0.94,-15.67,180.40
2022,322,35144.60,0.00,271.71,0.00,-0.29,-15.20,187.59
2022,323,35047.85,0.00,299.84,0.00,0.98,-17.93,149.15
2022,324,34953.45,0.00,301.85,0.00,3.56,-16.57,167.27
2022,325,34861.46,0.00,299.94,0.00,5.90,-14.59,197.22
2022,326,34771.91,0.00,289.98,0.00,4.96,-14.23,203.26
2022,327,34684.87,0.00,278.65,0.00,3.17,-14.67,196.02
2022,328,34600.38,0.00,257.56,0.00,2.00,-13.30,219.31
2022,329,34518.50,0.00,285.52,0.00,6.22,-13.88,209.16
2022,330,34439.27,2.01,225.90,2.01,6.56,-11.22,259.53
2022,331,34362.75,0.00,222.60,2.01,0.57,-10.47,275.47
2022,332,34288.97,8.06,198.18,10.07,2.10,-11.67,250.21
2022,333,34218.00,2.89,176.78,12.97,-4.44,-15.90,176.99
2022,334,34149.87,0.00,304.05,12.97,-3.71,-22.12,103.76
2022,335,34084.62,4.63,223.84,17.59,1.81,-15.49,183.18
2022,336,34022.31,7.32,205.63,24.91,1.02,-13.62,213.62
2022,337,33962.97,2.97,160.02,27.88,-2.49,-12.72,229.88
2022,338,33906.64,1.40,201.14,29.28,1.11,-8.69,316.92
2022,339,33853.36,0.00,211.58,29.28,3.68,-6.91,363.87
2022,340,33803.17,7.37,108.38,36.65,0.26,-6.37,379.43
2022,341,33756.10,3.45,128.60,40.10,1.49,-6.45,377.06
2022,342,33712.19,0.00,211.24,40.10,-1.69,-11.88,246.12
2022,343,33671.46,0.00,274.60,40.10,-5.44,-20.49,119.68
2022,344,33633.95,0.00,285.03,40.10,-1.37,-17.96,148.78
2022,345,33599.68,0.00,288.39,40.10,1.08,-16.23,172.11
2022,346,33568.68,2.98,189.75,43.08,0.12,-13.00,224.76
2022,347,33540.97,0.00,109.00,43.08,-7.49,-12.13,241.04
2022,348,33516.57,0.00,168.55,43.08,-5.78,-13.35,218.47
2022,349,33495.50,0.00,258.10,43.08,-7.81,-21.19,112.63
2022,350,33477.77,0.00,252.09,43.08,-9.23,-21.98,105.03
2022,351,33463.40,0.00,302.59,43.08,-6.65,-25.49,76.71
2022,352,33452.40,0.00,290.12,43.08,-5.92,-22.90,96.80
2022,353,33444.77,0.00,294.49,43.08,-4.52,-22.15,103.49
2022,354,33440.52,0.00,288.28,43.08,-4.73,-21.35,111.03
2022,355,33439.66,2.47,204.55,45.55,-1.71,-15.90,176.90
2022,356,33442.18,0.00,200.18,45.55,-4.87,-13.82,210.13
2022,357,33448.09,0.00,283.50,45.55,-0.11,-15.54,182.32
2022,358,33457.38,0.00,259.80,45.55,1.70,-11.35,256.75
2022,359,33470.04,0.00,294.41,45.55,4.46,-12.38,236.33
2022,360,33486.06,0.00,265.23,45.55,4.14,-9.19,304.82
2022,361,33505.43,13.12,205.24,58.67,2.70,-10.75,269.28
2022,362,33528.14,4.84,183.65,63.51,1.79,-9.29,302.40
2022,363,33554.17,1.67,215.31,65.18,-4.51,-13.73,211.79
2022,364,33583.50,8.57,209.92,73.75,-5.27,-18.27,144.88
2022,365,33616.11,12.68,181.95,86.42,0.81,-9.36,300.65
