Latitude: 38.882313  Longitude: -106.98022
X & Y on Lambert Conformal Conic: -578537.95 -359290.88
Tile: 11557
Elevation: 2778 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2022,52,38781.03,11.81,251.51,145.44,-0.10,-11.04,263.25
2022,53,38925.84,10.98,121.76,156.42,-4.06,-8.85,312.94
2022,54,39071.49,8.71,195.30,165.12,-1.57,-9.32,301.69
2022,55,39217.95,2.15,177.15,167.27,-6.64,-13.40,217.57
2022,56,39365.17,0.00,384.98,167.27,-4.86,-16.01,175.37
2022,57,39513.11,0.00,509.30,167.27,-4.79,-21.29,111.59
2022,58,39661.75,0.00,572.22,167.27,1.12,-20.37,120.96
2022,59,39811.06,0.00,535.85,167.27,4.51,-13.56,214.62
2022,60,39960.98,0.00,548.63,167.27,7.05,-11.89,245.92
2022,61,40111.50,0.00,542.00,167.27,8.48,-9.89,288.41
2022,62,40262.58,0.00,534.24,167.27,9.30,-8.51,320.06
2022,63,40414.19,6.79,368.45,174.06,6.38,-9.15,305.84
2022,64,40566.29,10.67,270.04,184.73,2.06,-7.86,338.26
2022,65,40718.86,4.63,207.87,189.36,-2.13,-9.25,303.36
2022,66,40871.86,0.00,440.51,189.36,-3.20,-14.79,194.11
2022,67,41025.27,3.35,442.74,192.71,-3.22,-22.54,99.94
2022,68,41179.05,8.18,369.72,200.89,-1.52,-15.02,190.43
2022,69,41333.18,0.00,499.97,200.89,-3.89,-17.01,161.21
2022,70,41487.63,0.00,634.79,200.89,-3.92,-24.56,83.42
2022,71,41642.37,0.00,615.29,200.89,2.74,-16.34,170.55
2022,72,41797.37,3.06,448.41,203.95,5.87,-12.81,228.29
2022,73,41952.61,0.00,553.24,203.95,4.64,-10.62,272.14
2022,74,42108.06,0.00,615.64,203.95,6.71,-11.79,241.83
2022,75,42263.69,1.84,580.60,205.79,6.93,-9.36,296.56
2022,76,42419.48,0.00,510.82,205.79,2.49,-10.51,274.45
2022,77,42575.39,0.00,631.01,205.79,3.38,-15.32,185.69
2022,78,42731.41,0.00,619.65,205.79,5.72,-12.34,232.77
2022,79,42887.51,0.00,534.75,205.79,6.39,-7.60,345.00
2022,80,43043.66,0.00,445.07,205.79,3.31,-7.41,350.20
2022,81,43199.83,0.83,414.64,206.62,0.10,-9.47,298.07
2022,82,43356.00,0.00,615.13,206.62,4.42,-12.23,234.56
2022,83,43512.15,0.00,621.89,206.62,9.00,-8.51,295.92
2022,84,43668.25,0.00,607.19,206.62,10.79,-6.20,349.06
2022,85,43824.27,0.00,605.36,205.38,14.28,-3.06,426.93
2022,86,43980.18,0.00,617.30,204.18,14.87,-3.14,417.79
2022,87,44135.97,1.95,576.06,202.90,12.90,-2.95,428.33
2022,88,44291.60,2.31,267.96,201.57,5.71,-2.84,495.42
2022,89,44447.05,0.00,325.21,200.94,2.91,-4.50,437.42
2022,90,44602.29,5.33,445.88,206.27,7.68,-7.96,326.42
2022,91,44757.29,0.00,508.63,205.84,6.98,-4.97,369.03
2022,92,44912.03,0.00,666.15,205.84,11.03,-7.23,254.76
2022,93,45066.48,0.00,477.84,204.52,8.05,-2.85,436.98
2022,94,45220.61,0.00,539.04,203.23,9.82,-2.93,401.10
2022,95,45374.40,5.24,369.05,202.68,6.87,-4.69,427.49
2022,96,45527.81,0.00,460.90,202.68,1.40,-8.89,299.81
2022,97,45680.81,0.00,646.35,202.68,6.04,-10.37,207.33
2022,98,45833.38,0.00,679.84,202.68,11.22,-7.06,230.11
2022,99,45985.48,0.00,659.25,201.90,13.14,-4.15,269.36
2022,100,46137.09,0.00,348.64,200.77,4.09,-3.31,462.12
2022,101,46288.17,1.78,554.38,200.07,8.13,-4.32,325.14
2022,102,46438.69,3.41,344.67,203.48,2.06,-7.62,344.62
2022,103,46588.62,1.99,413.44,205.47,-3.08,-11.31,257.61
2022,104,46737.92,5.56,485.76,211.02,5.00,-10.09,246.85
2022,105,46886.56,0.00,615.26,210.11,9.69,-3.82,330.87
2022,106,47034.51,0.00,644.06,209.14,10.85,-3.70,317.49
2022,107,47181.73,0.00,537.70,207.12,9.82,-1.19,432.91
2022,108,47328.19,0.00,736.15,206.07,15.53,-3.51,267.70
2022,109,47473.84,0.00,640.81,203.26,15.04,0.71,409.12
2022,110,47618.65,0.00,635.99,200.99,13.55,-0.60,381.92
2022,111,47762.59,0.00,724.16,199.05,17.34,-1.40,304.07
2022,112,47905.61,12.47,526.55,197.71,15.28,-2.80,359.24
2022,113,48047.67,5.40,306.19,196.75,4.30,-3.71,464.32
2022,114,48188.73,1.63,633.29,198.38,5.66,-7.93,270.33
2022,115,48328.76,0.00,657.18,198.27,8.65,-5.76,298.88
2022,116,48467.70,0.00,743.64,197.72,14.28,-4.69,273.34
2022,117,48605.52,0.00,631.90,195.30,13.40,-0.23,428.48
2022,118,48742.18,0.00,704.61,193.54,15.15,-1.81,345.57
2022,119,48877.62,0.00,582.50,192.34,9.13,-3.14,383.96
2022,120,49011.80,0.00,725.52,191.90,13.17,-4.95,275.30
2022,121,49144.68,7.48,482.85,189.95,13.57,-1.37,460.97
2022,122,49276.21,0.00,620.01,188.51,10.91,-2.57,388.73
2022,123,49406.34,2.19,505.94,187.23,13.27,-2.94,412.33
2022,124,49535.02,0.00,519.93,186.51,6.27,-4.29,396.54
2022,125,49662.21,0.00,658.65,184.93,12.86,-2.23,374.76
2022,126,49787.85,0.00,712.84,182.39,18.22,0.05,389.83
2022,127,49911.90,0.00,693.30,179.14,19.02,1.73,440.97
2022,128,50034.31,0.00,589.61,175.15,16.57,3.52,574.38
2022,129,50155.02,0.00,481.88,170.83,14.22,4.28,693.42
2022,130,50273.97,0.00,690.90,167.90,18.11,0.96,420.84
2022,131,50391.13,0.00,703.72,165.04,18.92,0.81,405.86
2022,132,50506.43,0.00,509.54,162.43,11.13,0.23,520.64
2022,133,50619.83,0.00,680.75,160.99,14.44,-2.58,343.92
2022,134,50731.27,0.00,710.20,158.74,18.30,-0.66,363.53
2022,135,50840.69,0.00,704.15,155.53,20.71,1.65,418.55
2022,136,50948.05,0.00,668.55,151.63,20.68,3.30,489.60
2022,137,51053.29,0.00,698.84,148.41,20.97,1.65,416.14
2022,138,51156.35,0.00,660.84,144.87,19.65,2.42,453.22
2022,139,51257.18,0.00,661.80,141.19,20.21,2.77,460.26
2022,140,51355.74,5.56,392.34,139.05,11.32,-0.91,527.55
2022,141,51451.95,0.00,499.94,137.80,8.13,-3.01,425.94
2022,142,51545.78,0.00,517.99,135.30,11.56,-0.06,498.74
2022,143,51637.17,0.00,515.39,132.70,11.82,0.19,481.71
2022,144,51726.06,0.00,496.37,130.18,11.04,0.01,463.22
2022,145,51812.41,0.00,696.92,128.92,15.71,-3.01,248.03
2022,146,51896.16,0.00,721.35,126.13,21.32,0.64,274.64
2022,147,51977.27,0.00,678.07,122.28,21.46,3.18,351.81
2022,148,52055.68,0.00,611.64,117.70,20.19,4.90,450.41
2022,149,52131.34,5.13,415.21,114.87,14.07,0.72,492.46
2022,150,52204.21,0.97,499.16,113.07,9.55,-1.70,400.57
2022,151,52274.24,0.00,662.71,111.70,14.52,-2.75,278.88
2022,152,52341.39,0.00,635.34,108.46,18.05,1.73,377.84
2022,153,52405.61,0.00,680.53,105.51,19.84,1.01,326.27
2022,154,52466.86,0.00,671.19,102.05,20.89,2.24,330.07
2022,155,52525.09,0.00,680.58,98.61,21.48,2.19,277.79
2022,156,52580.27,0.00,605.82,94.25,19.99,4.40,359.24
2022,157,52632.36,0.49,646.24,90.08,21.45,3.92,311.97
2022,158,52681.33,0.00,657.24,85.93,22.24,3.87,286.41
2022,159,52727.13,0.00,662.63,81.64,23.32,4.21,293.68
2022,160,52769.74,0.00,646.90,76.55,24.61,6.13,338.96
2022,161,52809.13,0.00,661.64,71.36,26.00,6.36,344.64
2022,162,52845.27,0.00,656.35,65.76,27.17,7.32,369.92
2022,163,52878.13,0.00,623.73,60.06,25.63,7.57,376.57
2022,164,52907.68,0.00,584.81,54.10,24.39,8.20,394.42
2022,165,52933.92,0.00,487.08,49.01,18.52,6.12,428.96
2022,166,52956.81,0.00,661.62,45.96,21.52,1.26,234.70
2022,167,52976.34,0.00,685.50,41.85,26.65,3.79,284.56
2022,168,52992.49,2.61,445.55,36.32,24.61,7.17,455.65
2022,169,53005.26,12.79,320.39,30.06,20.03,8.91,760.76
2022,170,53014.64,2.26,269.88,24.13,17.30,8.10,904.85
2022,171,53020.61,0.00,518.87,19.58,18.82,4.84,454.10
2022,172,53023.17,0.00,639.90,16.35,21.83,1.70,270.50
2022,173,53022.33,0.00,537.31,12.08,19.24,4.16,411.51
2022,174,53018.07,1.05,533.20,7.68,19.58,4.48,422.02
2022,175,53010.42,0.00,536.31,3.22,19.86,4.62,427.47
2022,176,52999.36,0.00,524.63,0.00,22.02,4.55,423.73
2022,177,52984.91,13.52,293.56,0.00,18.37,6.60,789.72
2022,178,52967.08,0.00,511.89,0.00,21.55,4.81,502.06
2022,179,52945.88,0.00,507.06,0.00,22.12,5.52,517.41
2022,180,52921.33,2.92,386.94,0.00,24.11,6.22,662.86
2022,181,52893.45,6.41,253.98,0.00,18.47,8.34,986.67
2022,182,52862.25,0.00,439.81,0.00,20.26,6.76,666.62
2022,183,52827.77,0.00,514.26,0.00,22.73,5.81,538.15
2022,184,52790.01,3.30,299.61,0.00,20.28,8.17,924.19
2022,185,52749.03,0.00,500.60,0.00,23.68,7.60,634.57
2022,186,52704.83,9.49,308.92,0.00,20.00,7.60,869.45
2022,187,52657.45,4.80,341.01,0.00,20.76,6.68,811.45
2022,188,52606.93,0.00,537.50,0.00,22.97,5.08,545.40
2022,189,52553.31,0.00,541.24,0.00,25.27,6.98,604.65
2022,190,52496.61,0.00,552.41,0.00,27.06,7.83,620.09
2022,191,52436.87,0.00,493.61,0.00,25.09,9.38,768.37
2022,192,52374.15,0.00,535.06,0.00,25.56,7.72,633.66
2022,193,52308.48,0.00,523.93,0.00,24.95,7.86,638.09
2022,194,52239.89,0.00,529.42,0.00,25.66,8.17,632.18
2022,195,52168.45,0.00,523.22,0.00,26.46,9.16,645.94
2022,196,52094.19,5.33,352.72,0.00,24.45,9.54,908.36
2022,197,52017.16,0.00,521.30,0.00,25.14,8.31,651.06
2022,198,51937.41,0.00,553.46,0.00,27.77,8.70,619.11
2022,199,51854.98,1.96,496.79,0.00,26.36,10.43,774.99
2022,200,51769.94,0.00,512.51,0.00,25.99,9.07,703.71
2022,201,51682.32,0.00,497.10,0.00,26.24,9.99,767.03
2022,202,51592.18,0.00,530.13,0.00,26.57,8.59,660.71
2022,203,51499.58,0.00,529.74,0.00,26.71,8.82,598.46
2022,204,51404.56,3.67,354.20,0.00,26.18,10.73,909.88
2022,205,51307.18,6.58,309.46,0.00,22.03,9.38,942.44
2022,206,51207.49,3.05,275.30,0.00,19.93,9.08,1026.05
2022,207,51105.54,0.00,487.47,0.00,23.66,8.16,677.65
2022,208,51001.40,0.41,501.79,0.00,24.49,8.24,661.23
2022,209,50895.10,1.53,207.32,0.00,16.21,10.45,1265.15
2022,210,50786.72,3.62,305.82,0.00,20.27,8.22,946.58
2022,211,50676.29,2.73,338.46,0.00,21.26,7.35,860.90
2022,212,50563.87,0.62,482.38,0.00,23.34,8.29,701.63
2022,213,50449.52,9.81,341.00,0.00,23.49,9.25,943.53
2022,214,50333.29,0.00,456.69,0.00,22.18,8.24,779.69
2022,215,50215.24,0.00,470.74,0.00,23.63,9.00,796.23
2022,216,50095.41,0.00,512.66,0.00,25.67,8.71,722.59
2022,217,49973.85,0.00,467.13,0.00,24.50,9.75,838.87
2022,218,49850.62,0.00,497.10,0.00,25.15,8.98,759.40
2022,219,49725.78,0.00,500.05,0.00,25.24,8.94,754.87
2022,220,49599.36,0.00,500.71,0.00,25.03,8.77,748.33
2022,221,49471.43,0.00,537.55,0.00,26.79,8.11,669.13
2022,222,49342.02,0.00,498.98,0.00,26.55,10.07,812.20
2022,223,49211.19,2.76,374.76,0.00,26.12,8.99,914.99
2022,224,49078.99,0.00,534.18,0.00,25.62,7.08,650.17
2022,225,48945.45,1.84,497.07,0.00,24.90,8.54,762.91
2022,226,48810.64,0.00,513.95,0.00,25.46,8.00,725.02
2022,227,48674.60,3.05,335.70,0.00,23.26,8.78,992.82
2022,228,48537.36,5.50,204.62,0.00,17.31,9.52,1188.47
2022,229,48398.98,2.15,254.93,0.00,18.88,9.00,1147.69
2022,230,48259.49,0.00,520.28,0.00,23.49,6.10,687.67
2022,231,48118.95,5.65,341.83,0.00,21.67,7.25,918.20
2022,232,47977.38,2.64,262.92,0.00,18.62,8.51,1110.14
2022,233,47834.84,0.00,386.89,0.00,19.69,8.63,994.57
2022,234,47691.36,1.26,448.56,0.00,20.40,7.07,832.76
2022,235,47546.99,0.00,523.78,0.00,22.60,5.11,663.31
2022,236,47401.75,0.00,528.61,0.00,23.96,5.62,677.34
2022,237,47255.70,12.17,363.34,0.00,22.67,6.39,874.88
2022,238,47108.86,8.54,244.27,0.00,16.57,7.26,1019.66
2022,239,46961.27,0.00,471.46,0.00,20.01,4.90,765.37
2022,240,46812.98,2.44,345.71,0.00,20.08,4.84,850.10
2022,241,46664.00,0.00,521.55,0.00,23.24,4.47,687.53
2022,242,46514.38,0.00,512.17,0.00,24.93,6.34,782.51
2022,243,46364.16,0.00,488.17,0.00,25.19,7.89,891.15
2022,244,46213.36,0.00,502.45,0.00,24.36,6.01,778.09
2022,245,46062.01,0.00,500.48,0.00,25.80,7.17,838.39
2022,246,45910.16,0.00,495.99,0.00,25.72,7.22,847.10
2022,247,45757.82,0.00,507.26,0.00,26.13,6.55,799.72
2022,248,45605.03,0.00,493.90,0.00,26.77,7.75,876.43
2022,249,45451.82,0.00,492.63,0.00,27.41,8.20,903.09
2022,250,45298.22,0.00,497.74,0.00,27.23,7.43,855.25
2022,251,45144.26,0.00,494.74,0.00,27.03,7.34,854.98
2022,252,44989.97,0.00,471.02,0.00,24.59,6.61,845.19
2022,253,44835.37,0.00,451.97,0.00,21.37,4.79,774.66
2022,254,44680.50,0.00,515.89,0.00,22.99,1.54,576.78
2022,255,44525.38,0.00,495.96,0.00,22.87,2.85,646.33
2022,256,44370.03,4.12,326.27,0.00,20.21,3.69,795.52
2022,257,44214.49,5.60,221.35,0.00,15.41,5.51,903.35
2022,258,44058.77,2.92,235.44,0.00,15.26,4.56,845.57
2022,259,43902.92,0.31,414.95,0.00,17.76,2.56,722.47
2022,260,43746.95,0.00,449.51,0.00,20.11,2.70,678.57
2022,261,43590.89,0.00,463.98,0.00,21.78,3.00,673.85
2022,262,43434.76,0.00,441.95,0.00,21.42,3.77,728.68
2022,263,43278.60,0.00,436.43,0.00,21.41,3.80,734.98
2022,264,43122.42,5.86,213.37,0.00,15.74,5.43,898.35
2022,265,42966.26,7.39,189.58,0.00,15.16,6.16,945.03
2022,266,42810.13,0.00,363.04,0.00,16.97,3.58,789.10
2022,267,42654.07,0.00,450.27,0.00,19.36,0.68,612.90
2022,268,42498.10,0.00,449.25,0.00,20.42,1.32,616.40
2022,269,42342.25,0.00,435.98,0.00,20.92,2.43,674.01
2022,270,42186.54,0.00,399.31,0.00,19.75,3.49,755.51
2022,271,42030.99,0.00,358.24,0.00,18.75,4.67,849.04
2022,272,41875.64,1.36,349.88,0.00,17.99,4.38,829.97
2022,273,41720.52,10.15,251.47,0.00,15.07,2.09,710.21
2022,274,41565.64,6.84,192.10,0.00,11.45,2.11,711.25
2022,275,41411.04,10.22,159.07,0.00,10.21,2.68,740.75
2022,276,41256.75,0.96,282.07,0.00,12.04,2.01,705.82
2022,277,41102.78,0.00,387.29,0.00,14.82,-0.17,603.11
2022,278,40949.18,0.00,400.39,0.00,15.45,-0.40,593.37
2022,279,40795.97,0.00,404.19,0.00,16.17,-0.12,605.40
2022,280,40643.18,0.00,385.59,0.00,15.70,0.58,636.78
2022,281,40490.84,0.00,399.27,0.00,15.09,-0.85,573.95
2022,282,40338.98,0.00,403.00,0.00,15.39,-0.93,570.48
2022,283,40187.63,0.00,394.90,0.00,14.67,-1.28,556.11
2022,284,40036.83,0.00,382.02,0.00,14.58,-0.52,587.90
2022,285,39886.60,0.00,406.91,0.00,15.47,-1.45,549.19
2022,286,39736.98,0.00,400.28,0.00,15.24,-1.37,552.44
2022,287,39588.00,0.00,415.47,0.00,16.13,-2.37,509.30
2022,288,39439.70,0.00,416.80,0.00,16.67,-2.54,501.57
2022,289,39292.11,0.00,368.59,0.00,13.54,-1.90,531.47
2022,290,39145.26,0.00,398.17,0.00,15.26,-2.65,502.67
2022,291,38999.20,0.00,394.40,0.00,15.69,-2.25,517.70
2022,292,38853.96,0.00,409.17,0.00,17.45,-2.39,508.50
2022,293,38709.58,0.00,400.61,0.00,17.00,-2.27,517.01
2022,294,38566.10,0.00,362.35,0.00,14.17,-2.08,524.33
2022,295,38423.55,6.22,245.52,0.00,13.54,-1.23,558.38
2022,296,38281.98,7.67,180.10,0.00,5.14,-4.67,431.81
2022,297,38141.43,0.00,216.30,0.00,-1.16,-9.55,296.32
2022,298,38001.94,2.68,276.23,2.68,4.12,-10.35,278.07
2022,299,37863.55,7.74,183.00,2.25,3.70,-4.98,422.02
2022,300,37726.30,0.00,212.88,2.25,0.76,-6.50,375.70
2022,301,37590.25,0.00,404.93,2.25,6.26,-10.18,281.85
2022,302,37455.43,0.00,399.10,2.25,7.70,-8.70,316.65
2022,303,37321.89,0.00,365.47,2.25,8.06,-6.48,376.27
2022,304,37189.67,0.00,390.86,2.25,9.60,-7.12,358.13
2022,305,37058.83,0.00,369.63,1.92,10.53,-5.22,414.32
2022,306,36929.42,3.72,248.77,0.95,10.52,-3.69,464.85
2022,307,36801.47,6.69,131.96,0.20,2.50,-4.21,447.09
2022,308,36675.05,0.00,187.26,0.20,-1.56,-8.47,322.36
2022,309,36550.19,2.67,167.45,2.87,1.73,-6.72,369.51
2022,310,36426.95,0.39,201.26,1.47,4.79,-2.66,502.03
2022,311,36305.39,0.00,306.81,0.00,12.04,-2.18,520.42
2022,312,36185.54,0.00,312.24,0.00,12.21,-2.58,505.33
2022,313,36067.48,2.96,242.98,0.00,11.15,-5.47,406.48
2022,314,35951.23,0.00,238.50,0.00,-0.95,-11.01,263.85
2022,315,35836.87,0.00,289.20,0.00,-1.64,-14.43,199.97
2022,316,35724.45,0.00,337.30,0.00,2.33,-14.45,199.64
2022,317,35614.00,0.00,315.25,0.00,3.81,-11.27,258.47
2022,318,35505.60,0.00,249.01,0.00,-1.30,-11.89,245.80
2022,319,35399.29,0.00,251.04,0.00,-3.55,-14.17,204.29
2022,320,35295.13,0.00,322.13,0.00,-1.65,-17.22,158.39
2022,321,35193.17,0.00,307.32,0.00,0.29,-14.12,205.10
2022,322,35093.47,0.00,291.80,0.00,-1.16,-14.38,200.75
2022,323,34996.07,0.00,336.07,0.00,0.92,-16.63,166.53
2022,324,34901.04,0.00,334.26,0.00,3.45,-14.38,200.65
2022,325,34808.42,0.00,333.14,0.00,6.01,-12.28,238.30
2022,326,34718.26,0.00,319.64,0.00,5.08,-11.92,245.21
2022,327,34630.63,0.00,291.44,0.00,2.31,-12.23,239.23
2022,328,34545.57,0.00,268.03,0.00,1.28,-11.60,251.70
2022,329,34463.13,0.00,318.84,0.00,5.92,-12.42,235.47
2022,330,34383.36,1.66,324.12,1.66,6.19,-9.62,294.69
2022,331,34306.31,0.00,232.10,1.66,0.13,-9.68,293.24
2022,332,34232.03,15.15,188.71,16.81,1.37,-9.55,296.21
2022,333,34160.57,5.56,167.17,22.36,-6.19,-15.39,184.70
2022,334,34091.97,0.00,351.34,22.36,-2.50,-20.04,124.47
2022,335,34026.27,7.44,235.78,29.81,2.22,-12.84,227.76
2022,336,33963.53,8.93,211.02,38.74,0.19,-12.35,236.88
2022,337,33903.78,3.45,177.83,42.18,-1.28,-11.38,256.16
2022,338,33847.06,2.99,155.44,45.17,2.18,-6.60,372.74
2022,339,33793.41,3.91,145.37,44.97,2.70,-5.51,405.34
2022,340,33742.87,10.67,92.86,44.65,-0.15,-5.25,413.41
2022,341,33695.47,4.55,137.68,44.55,1.87,-5.77,397.24
2022,342,33651.25,0.00,218.37,44.55,-2.39,-11.22,259.44
2022,343,33610.24,0.00,317.06,44.55,-4.29,-18.67,139.99
2022,344,33572.47,0.00,329.25,44.55,-0.87,-16.71,165.39
2022,345,33537.96,0.00,323.21,44.55,2.23,-13.35,218.34
2022,346,33506.75,3.36,197.29,47.91,0.31,-11.32,257.28
2022,347,33478.84,0.00,96.17,47.91,-8.21,-11.85,246.56
2022,348,33454.27,0.00,177.04,47.91,-6.33,-13.19,221.29
2022,349,33433.05,0.00,291.06,47.91,-7.84,-20.30,121.65
2022,350,33415.20,0.00,278.43,47.91,-9.56,-21.13,113.23
2022,351,33400.73,0.00,349.92,47.91,-6.05,-23.98,87.95
2022,352,33389.65,0.00,333.17,47.91,-4.22,-20.32,121.49
2022,353,33381.96,0.00,325.50,47.91,-4.24,-19.51,130.25
2022,354,33377.69,2.84,237.78,50.75,-3.76,-19.04,135.68
2022,355,33376.82,2.23,207.25,52.98,-2.73,-14.61,196.91
2022,356,33379.36,0.00,182.58,52.98,-5.67,-12.50,233.98
2022,357,33385.31,2.00,219.98,54.98,-1.00,-13.67,212.83
2022,358,33394.66,0.00,265.91,54.98,1.06,-9.47,298.10
2022,359,33407.41,0.00,331.05,54.98,4.03,-10.94,265.34
2022,360,33423.55,0.00,274.07,54.98,3.50,-7.28,353.74
2022,361,33443.06,11.57,215.09,66.56,3.15,-8.65,318.01
2022,362,33465.92,7.92,198.56,74.48,1.58,-8.77,315.07
2022,363,33492.13,1.16,219.21,75.63,-5.00,-12.82,228.11
2022,364,33521.67,11.39,230.12,87.02,-4.78,-16.99,161.48
2022,365,33554.51,18.90,183.76,105.92,0.33,-8.36,325.15
