 ,Area,Mean,Min,Max
1,12.978,255,255,255
2,16.569,255,255,255
3,14.759,255,255,255
4,11.139,255,255,255
5,18.163,255,255,255
6,19.341,255,255,255
7,14.644,255,255,255
8,16.727,255,255,255
9,8.862,255,255,255
10,16.03,255,255,255
11,7.39,255,255,255
12,11.283,255,255,255
13,15.901,255,255,255
14,20.396,255,255,255
15,19.958,255,255,255
16,9.372,255,255,255
17,15.024,255,255,255
18,9.358,255,255,255
19,11.017,255,255,255
20,13.89,255,255,255
total,282.801,,,
,2.82801,,,
